name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
K2-27 b,814,30.9 Earths,12.689,2016
K2-280 b,1277,37.1 Earths,12.524,2018
K2-281 b,1494,0.16 Jupiters,15.048,2018
K2-282 b,1619,8.35 Earths,14.21,2018
K2-283 b,1314,12.2 Earths,14.364,2018
K2-284 b,350,8.15 Earths,13.265,2018
K2-285 b,505,9.68 Earths,12.075,2018
K2-285 c,505,15.68 Earths,12.075,2018
K2-285 d,505,6.5 Earths,12.075,2018
K2-285 e,505,10.7 Earths,12.075,2018
K2-286 b,248,5.06 Earths,12.881,2018
K2-287 b,516,0.315 Jupiters,11.41,2018
K2-288 B b,214,4.27 Earths,13.868,2018
K2-289 b,895,0.192 Jupiters,14.81,2019
K2-28 b,205,5.99 Earths,16.526,2016
K2-290 b,890,10.9 Earths,11.114,2019
K2-290 c,890,0.774 Jupiters,11.114,2019
K2-291 b,294,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.885,2019
K2-293 b,1280,6.57 Earths,13.44,2019
K2-294 b,1217,3.39 Earths,12.649,2019
K2-295 b,759,0.335 Jupiters,13.8941,2018
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-308 b,4288,0.222 Jupiters,15.072,2019
K2-30 b,1086,0.579 Jupiters,13.547,2016
K2-315 b,186,0.809 Earths,17.67,2020
K2-316 b,367,2.33 Earths,17.14,2020
K2-316 c,367,4.01 Earths,17.14,2020
K2-317 b,575,8.91 Earths,17.74,2020
K2-318 b,482,3.39 Earths,15.8,2020
K2-319 b,682,8.2 Earths,12.213,2020
K2-31 b,361,1.774 Jupiters,10.802,2016
K2-320 b,355,7.37 Earths,17.81,2020
K2-321 b,253,4.46 Earths,13.677,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-324 b,446,6.48 Earths,15.223,2020
K2-325 b,364,5.48 Earths,17.77,2020
K2-326 b,921,5.82 Earths,15.982,2020
K2-329 b,761,0.26 Jupiters,12.697,2020
K2-32 b,514,15 Earths,12.304,2016
K2-32 c,514,8.1 Earths,12.304,2016
K2-32 d,514,6.7 Earths,12.304,2016
K2-32 e,514,2.1 Earths,12.304,2019
K2-330 b,522,8.1 Earths,9.608,2016
K2-331 b,690,3.86 Earths,11.305,2021
K2-331 c,690,7.85 Earths,11.305,2018
K2-332 b,402,5.48 Earths,16.4791,2016
K2-333 b,1122,31.6 Earths,12.073,2018
K2-334 b,1213,27.2 Earths,11.842,2018
K2-335 b,1820,5.52 Earths,12.556,2016
K2-336 b,781,1.98 Earths,12.803,2016
K2-337 b,1375,7.37 Earths,12.385,2016
K2-338 b,512,1.08 Earths,13.322,2016
K2-339 b,1175,4.35 Earths,14.487,2019
K2-33 b,454,3.7 Jupiters,15.838,2016
K2-340 b,2408,11.2 Earths,14.428,2016
K2-341 b,1375,10.4 Earths,12.725,2018
K2-333 b,1122,31.6 Earths,12.073,2018
K2-334 b,1213,27.2 Earths,11.842,2018
K2-335 b,1820,5.52 Earths,12.556,2016
K2-336 b,781,1.98 Earths,12.803,2016
K2-337 b,1375,7.37 Earths,12.385,2016
K2-338 b,512,1.08 Earths,13.322,2016
K2-339 b,1175,4.35 Earths,14.487,2019
K2-33 b,454,3.7 Jupiters,15.838,2016
K2-340 b,2408,11.2 Earths,14.428,2016
K2-341 b,1375,10.4 Earths,12.725,2018
K2-333 b,1122,31.6 Earths,12.073,2018
K2-334 b,1213,27.2 Earths,11.842,2018
K2-335 b,1820,5.52 Earths,12.556,2016
K2-336 b,781,1.98 Earths,12.803,2016
K2-337 b,1375,7.37 Earths,12.385,2016
K2-338 b,512,1.08 Earths,13.322,2016
K2-339 b,1175,4.35 Earths,14.487,2019
K2-33 b,454,3.7 Jupiters,15.838,2016
K2-340 b,2408,11.2 Earths,14.428,2016
K2-341 b,1375,10.4 Earths,12.725,2018
K2-333 b,1122,31.6 Earths,12.073,2018
K2-334 b,1213,27.2 Earths,11.842,2018
K2-335 b,1820,5.52 Earths,12.556,2016
K2-336 b,781,1.98 Earths,12.803,2016
K2-337 b,1375,7.37 Earths,12.385,2016
K2-338 b,512,1.08 Earths,13.322,2016
K2-339 b,1175,4.35 Earths,14.487,2019
K2-33 b,454,3.7 Jupiters,15.838,2016
K2-340 b,2408,11.2 Earths,14.428,2016
K2-341 b,1375,10.4 Earths,12.725,2018
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-38 b,629,19.0698 Earths,11.344,2016
K2-38 c,629,9.9 Earths,11.344,2016
K2-39 b,1003,28.6047 Earths,10.831,2016
K2-3 b,144,6.48 Earths,12.168,2015
K2-3 c,144,2.14 Earths,12.168,2015
K2-3 d,144,2.80007 Earths,12.168,2015
K2-42 b,1295,5.27 Earths,15.006,2016
K2-43 b,595,18.5 Earths,15.748,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-44 b,1555,6.5 Earths,12.27,2016
K2-45 b,1616,36.4 Earths,15.746,2016
K2-46 b,1465,4.86 Earths,12.144,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-45 b,1616,36.4 Earths,15.746,2016
K2-46 b,1465,4.86 Earths,12.144,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-45 b,1616,36.4 Earths,15.746,2016
K2-46 b,1465,4.86 Earths,12.144,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-45 b,1616,36.4 Earths,15.746,2016
K2-46 b,1465,4.86 Earths,12.144,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-45 b,1616,36.4 Earths,15.746,2016
K2-46 b,1465,4.86 Earths,12.144,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-45 b,1616,36.4 Earths,15.746,2016
K2-46 b,1465,4.86 Earths,12.144,2016
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-49 b,1491,4.38 Earths,15.668,2016
K2-4 b,756,5.06 Earths,14.855,2015
K2-50 b,840,3.15 Earths,14.705,2016
K2-52 b,3387,144 Jupiters,15.93,2016
K2-53 b,450,7.27 Earths,12.634,2016
K2-54 b,571,1.6 Earths,14.542,2016
K2-75 c,1833,8.1 Earths,12.803,2016
K2-77 b,462,1.9 Jupiters,12.224,2016
K2-79 b,835,13.2 Earths,12.152,2016
K2-7 b,2409,7.61 Earths,13.453,2015
K2-80 b,655,4.7 Earths,12.694,2016
K2-80 c,655,2.76 Earths,12.694,2016
K2-80 d,655,7.04 Earths,12.694,2018
K2-81 b,823,4.54 Earths,14.314,2016
K2-83 b,409,2.08 Earths,14.522,2016
K2-83 c,409,2.8 Earths,14.522,2016
K2-90 c,438,2.24 Earths,13.707,2016
K2-91 b,204,1.37 Earths,15.622,2016
K2-95 b,587,11 Earths,17.236,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-98 b,1692,32.2 Earths,12.216,2016
K2-99 b,1694,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.86,2015
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
Kapteyn c,13,7 Earths,8.86,2014
KELT-10 b,615,0.679 Jupiters,10.617,2016
KELT-11 b,323,0.171 Jupiters,8.04,2017
KELT-12 b,1201,0.95 Jupiters,10.585,2017
KELT-14 b,816,1.284 Jupiters,11.001,2016
KELT-15 b,1059,1.31 Jupiters,11.39,2016
KELT-16 b,1450,2.75 Jupiters,11.717,2017
KELT-17 b,739,1.31 Jupiters,9.234,2016
KELT-18 b,1048,1.18 Jupiters,10.16,2017
KELT-19 A b,980,4.07 Jupiters,9.857,2017
KELT-1 b,876,27.23 Jupiters,10.632,2012
Kepler-1021 b,2642,6.04 Earths,15.207,2016
Kepler-1022 b,1370,6.17 Earths,15.758,2016
Kepler-1023 b,2264,7.41 Earths,14.7121,2016
Kepler-1024 b,3547,14.5 Earths,16.272,2016
Kepler-1025 b,2622,4.58 Earths,13.695,2016
Kepler-1026 b,1146,5.52 Earths,14.463,2016
Kepler-1027 b,1321,0.64 Earths,12.994,2016
Kepler-1028 b,1983,2.33 Earths,14.611,2016
Kepler-1029 b,1196,2.13 Earths,14.434,2016
Kepler-102 b,352,4.3 Earths,12.072,2014
Kepler-1007 b,1191,2.67 Earths,14.981,2016
Kepler-1008 b,922,2.18 Earths,13.59,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 b,994,7.34 Earths,11.055,2014
Kepler-100 c,994,7.05 Earths,11.055,2014
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1010 b,1890,5.99 Earths,14.964,2016
Kepler-1011 b,2403,8.6 Earths,15.294,2016
Kepler-1012 b,1341,2.21 Earths,13.486,2016
Kepler-1013 b,1377,5.27 Earths,14.563,2016
Kepler-1014 b,2038,6.3 Earths,14.866,2016
Kepler-1015 b,2412,12.3 Earths,12.825,2016
Kepler-1016 b,4576,5.39 Earths,15.531,2016
Kepler-1016 c,4576,13.1 Earths,15.531,2016
Kepler-1017 b,1801,4.62 Earths,14.315,2016
Kepler-1018 b,3295,7.18 Earths,15.103,2016
Kepler-1019 b,633,2.73 Earths,13.882,2016
Kepler-101 b,3027,0.16 Jupiters,13.7,2014
Kepler-101 c,3027,3.78 Earths,13.7,2014
Kepler-1020 b,1355,5.82 Earths,14.211,2016
Kepler-1021 b,2642,6.04 Earths,15.207,2016
Kepler-1022 b,1370,6.17 Earths,15.758,2016
Kepler-1023 b,2264,7.41 Earths,14.7121,2016
Kepler-1024 b,3547,14.5 Earths,16.272,2016
Kepler-1025 b,2622,4.58 Earths,13.695,2016
Kepler-1026 b,1146,5.52 Earths,14.463,2016
Kepler-1027 b,1321,0.64 Earths,12.994,2016
Kepler-1028 b,1983,2.33 Earths,14.611,2016
Kepler-1029 b,1196,2.13 Earths,14.434,2016
Kepler-102 b,352,4.3 Earths,12.072,2014
Kepler-1021 b,2642,6.04 Earths,15.207,2016
Kepler-1022 b,1370,6.17 Earths,15.758,2016
Kepler-1023 b,2264,7.41 Earths,14.7121,2016
Kepler-1024 b,3547,14.5 Earths,16.272,2016
Kepler-1025 b,2622,4.58 Earths,13.695,2016
Kepler-1026 b,1146,5.52 Earths,14.463,2016
Kepler-1027 b,1321,0.64 Earths,12.994,2016
Kepler-1028 b,1983,2.33 Earths,14.611,2016
Kepler-1029 b,1196,2.13 Earths,14.434,2016
Kepler-102 b,352,4.3 Earths,12.072,2014
Kepler-102 c,352,3 Earths,12.072,2014
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-102 e,352,8.93 Earths,12.072,2013
Kepler-102 f,352,5.2 Earths,12.072,2014
Kepler-1030 b,2475,6.71 Earths,16.003,2016
Kepler-1031 b,2228,0.59 Earths,13.877,2016
Kepler-1032 b,2195,4.16 Earths,16.007,2016
Kepler-1033 b,4748,6.85 Earths,16.186,2016
Kepler-1034 b,2135,5.73 Earths,15.269,2016
Kepler-1035 b,1834,1.71 Earths,13.097,2016
Kepler-102 c,352,3 Earths,12.072,2014
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-102 e,352,8.93 Earths,12.072,2013
Kepler-102 f,352,5.2 Earths,12.072,2014
Kepler-1030 b,2475,6.71 Earths,16.003,2016
Kepler-1031 b,2228,0.59 Earths,13.877,2016
Kepler-1032 b,2195,4.16 Earths,16.007,2016
Kepler-1033 b,4748,6.85 Earths,16.186,2016
Kepler-1034 b,2135,5.73 Earths,15.269,2016
Kepler-1035 b,1834,1.71 Earths,13.097,2016
Kepler-102 c,352,3 Earths,12.072,2014
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-102 e,352,8.93 Earths,12.072,2013
Kepler-102 f,352,5.2 Earths,12.072,2014
Kepler-1030 b,2475,6.71 Earths,16.003,2016
Kepler-1031 b,2228,0.59 Earths,13.877,2016
Kepler-1032 b,2195,4.16 Earths,16.007,2016
Kepler-1033 b,4748,6.85 Earths,16.186,2016
Kepler-1034 b,2135,5.73 Earths,15.269,2016
Kepler-1035 b,1834,1.71 Earths,13.097,2016
Kepler-102 c,352,3 Earths,12.072,2014
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-102 e,352,8.93 Earths,12.072,2013
Kepler-102 f,352,5.2 Earths,12.072,2014
Kepler-1030 b,2475,6.71 Earths,16.003,2016
Kepler-1031 b,2228,0.59 Earths,13.877,2016
Kepler-1032 b,2195,4.16 Earths,16.007,2016
Kepler-1033 b,4748,6.85 Earths,16.186,2016
Kepler-1034 b,2135,5.73 Earths,15.269,2016
Kepler-1035 b,1834,1.71 Earths,13.097,2016
Kepler-102 c,352,3 Earths,12.072,2014
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-102 e,352,8.93 Earths,12.072,2013
Kepler-102 f,352,5.2 Earths,12.072,2014
Kepler-1030 b,2475,6.71 Earths,16.003,2016
Kepler-1031 b,2228,0.59 Earths,13.877,2016
Kepler-1032 b,2195,4.16 Earths,16.007,2016
Kepler-1033 b,4748,6.85 Earths,16.186,2016
Kepler-1034 b,2135,5.73 Earths,15.269,2016
Kepler-1035 b,1834,1.71 Earths,13.097,2016
Kepler-1036 b,1597,9.32 Earths,13.87,2016
Kepler-1037 b,1458,2.18 Earths,14.475,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
Kepler-1039 b,1001,2.73 Earths,14.438,2016
Kepler-103 b,1614,9.7 Earths,11.883,2014
Kepler-103 c,1614,36.1 Earths,11.883,2014
Kepler-1040 b,1573,4.98 Earths,13.614,2016
Kepler-1041 b,4847,8.96 Earths,14.576,2016
Kepler-1042 b,2150,5.43 Earths,16.004,2016
Kepler-1043 b,2947,7.04 Earths,14.949,2016
Kepler-1036 b,1597,9.32 Earths,13.87,2016
Kepler-1037 b,1458,2.18 Earths,14.475,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
Kepler-1039 b,1001,2.73 Earths,14.438,2016
Kepler-103 b,1614,9.7 Earths,11.883,2014
Kepler-103 c,1614,36.1 Earths,11.883,2014
Kepler-1040 b,1573,4.98 Earths,13.614,2016
Kepler-1041 b,4847,8.96 Earths,14.576,2016
Kepler-1042 b,2150,5.43 Earths,16.004,2016
Kepler-1043 b,2947,7.04 Earths,14.949,2016
Kepler-1036 b,1597,9.32 Earths,13.87,2016
Kepler-1037 b,1458,2.18 Earths,14.475,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
Kepler-1039 b,1001,2.73 Earths,14.438,2016
Kepler-103 b,1614,9.7 Earths,11.883,2014
Kepler-103 c,1614,36.1 Earths,11.883,2014
Kepler-1040 b,1573,4.98 Earths,13.614,2016
Kepler-1041 b,4847,8.96 Earths,14.576,2016
Kepler-1042 b,2150,5.43 Earths,16.004,2016
Kepler-1043 b,2947,7.04 Earths,14.949,2016
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-106 b,1449,5.3 Earths,12.923,2014
Kepler-106 c,1449,10.44 Earths,12.923,2014
Kepler-106 d,1449,8.1 Earths,12.923,2014
Kepler-106 e,1449,11.17 Earths,12.923,2014
Kepler-1070 b,3063,3.64 Earths,14.133,2016
Kepler-1071 b,3400,6.26 Earths,15.881,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-106 b,1449,5.3 Earths,12.923,2014
Kepler-106 c,1449,10.44 Earths,12.923,2014
Kepler-106 d,1449,8.1 Earths,12.923,2014
Kepler-106 e,1449,11.17 Earths,12.923,2014
Kepler-1070 b,3063,3.64 Earths,14.133,2016
Kepler-1071 b,3400,6.26 Earths,15.881,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-106 b,1449,5.3 Earths,12.923,2014
Kepler-106 c,1449,10.44 Earths,12.923,2014
Kepler-106 d,1449,8.1 Earths,12.923,2014
Kepler-106 e,1449,11.17 Earths,12.923,2014
Kepler-1070 b,3063,3.64 Earths,14.133,2016
Kepler-1071 b,3400,6.26 Earths,15.881,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-106 b,1449,5.3 Earths,12.923,2014
Kepler-106 c,1449,10.44 Earths,12.923,2014
Kepler-106 d,1449,8.1 Earths,12.923,2014
Kepler-106 e,1449,11.17 Earths,12.923,2014
Kepler-1070 b,3063,3.64 Earths,14.133,2016
Kepler-1071 b,3400,6.26 Earths,15.881,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-106 b,1449,5.3 Earths,12.923,2014
Kepler-106 c,1449,10.44 Earths,12.923,2014
Kepler-106 d,1449,8.1 Earths,12.923,2014
Kepler-106 e,1449,11.17 Earths,12.923,2014
Kepler-1070 b,3063,3.64 Earths,14.133,2016
Kepler-1071 b,3400,6.26 Earths,15.881,2016
Kepler-1072 b,3206,3.12 Earths,13.972,2016
Kepler-1073 b,2642,5.9 Earths,14.749,2016
Kepler-1073 c,2642,3.33 Earths,14.749,2016
Kepler-1074 b,818,2.1 Earths,15.599,2016
Kepler-1075 b,950,2.6 Earths,15.909,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
Kepler-1077 b,3593,8.1 Earths,14.923,2016
Kepler-1078 b,8095,4.27 Earths,15.703,2016
Kepler-1079 b,1928,3.29 Earths,12.78,2016
Kepler-107 b,1716,3.51 Earths,12.543,2014
Kepler-1072 b,3206,3.12 Earths,13.972,2016
Kepler-1073 b,2642,5.9 Earths,14.749,2016
Kepler-1073 c,2642,3.33 Earths,14.749,2016
Kepler-1074 b,818,2.1 Earths,15.599,2016
Kepler-1075 b,950,2.6 Earths,15.909,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
Kepler-1077 b,3593,8.1 Earths,14.923,2016
Kepler-1078 b,8095,4.27 Earths,15.703,2016
Kepler-1079 b,1928,3.29 Earths,12.78,2016
Kepler-107 b,1716,3.51 Earths,12.543,2014
Kepler-1086 b,1520,6.53 Earths,16.002,2016
Kepler-1086 c,1520,8.96 Earths,16.002,2016
Kepler-1087 b,1183,0.165 Earths,12.973,2016
Kepler-1088 b,915,2.6 Earths,11.472,2016
Kepler-1089 b,846,4.01 Earths,16.233,2016
Kepler-108 b,1105,0.176 Jupiters,12.657,2014
Kepler-108 c,1105,0.16 Jupiters,12.657,2014
Kepler-1090 b,2801,5.69 Earths,15.31,2016
Kepler-1091 b,2982,2.73 Earths,14.874,2016
Kepler-1092 b,3201,4.94 Earths,14.659,2016
Kepler-1093 b,3500,4.46 Earths,13.781,2016
Kepler-1093 c,3500,4.5 Earths,13.781,2016
Kepler-1094 b,4211,10.2 Earths,15.318,2016
Kepler-1095 b,2585,1.92 Earths,14.597,2016
Kepler-1096 b,1233,2.07 Earths,15.438,2016
Kepler-1097 b,2348,10.7 Earths,15.652,2016
Kepler-1098 b,3422,2.24 Earths,14.886,2016
Kepler-1099 b,3336,8.4 Earths,15.137,2016
Kepler-109 b,1549,7.3 Earths,12.398,2014
